PassengerId,Name,Age,Sex,Pclass,Fare,Embarked,Survived,Age_Group,Fare_Category,Survival_Status
400,Alex Taylor,40,female,1,269.395,Q,0,Adult,High,Not Survived
401,Mary Smith,67,male,1,247.56,S,1,Senior,High,Survived
402,Sara Smith,40,female,3,269.395,Q,1,Adult,High,Survived
403,Mary Smith,55,male,3,267.37,Q,0,Adult,High,Not Survived
404,Emma Taylor,42,male,2,269.395,C,0,Adult,High,Not Survived
405,Chris Brown,40,female,2,321.53,Q,1,Adult,Very High,Survived
406,Emma Taylor,24,female,2,269.395,S,0,Adult,High,Not Survived
407,Chris Brown,6,female,3,269.395,Q,0,Child,High,Not Survived
408,Sara Taylor,56,male,1,269.395,S,0,Adult,High,Not Survived
409,Chris Smith,61,female,3,261.31,S,1,Senior,High,Survived
410,Chris Smith,10,male,3,269.395,S,0,Child,High,Not Survived
411,Mary Taylor,60,female,3,28.3,C,0,Adult,Low,Not Survived
412,John Smith,40,male,1,471.67,C,0,Adult,Very High,Not Survived
413,John Taylor,40,female,3,269.395,S,0,Adult,High,Not Survived
414,Alex Taylor,40,male,3,269.395,S,1,Adult,High,Survived
415,John Smith,40,female,1,343.63,Q,0,Adult,Very High,Not Survived
416,Sara Smith,73,male,3,324.8,C,0,Senior,Very High,Not Survived
417,Chris Smith,40,female,1,269.395,S,0,Adult,High,Not Survived
418,Chris Taylor,40,male,1,269.395,Q,1,Adult,High,Survived
419,Alex Smith,40,female,3,439.46,Q,0,Adult,Very High,Not Survived
420,Mary Taylor,40,female,2,378.51,S,1,Adult,Very High,Survived
421,Emma Brown,21,female,2,211.72,Q,1,Adult,High,Survived
422,Emma Brown,40,male,1,419.5,S,0,Adult,Very High,Not Survived
423,Sara Brown,60,male,2,354.24,C,0,Adult,Very High,Not Survived
424,Emma Smith,66,female,1,90.93,Q,0,Senior,Medium,Not Survived
425,Mary Brown,40,male,3,244.22,S,0,Adult,High,Not Survived
426,Alex Smith,12,male,3,269.395,Q,1,Child,High,Survived
427,John Brown,40,female,1,391.2,S,1,Adult,Very High,Survived
428,Sophia Smith,40,female,1,269.395,C,0,Adult,High,Not Survived
429,Chris Smith,40,female,3,269.395,C,1,Adult,High,Survived
430,Emma Brown,40,male,3,102.4,C,0,Adult,Medium,Not Survived
431,Emma Smith,40,female,3,269.395,C,0,Adult,High,Not Survived
432,Alex Smith,40,female,3,239.15,C,1,Adult,High,Survived
433,Alex Taylor,40,female,3,269.395,S,1,Adult,High,Survived
434,John Taylor,40,male,3,269.395,Q,0,Adult,High,Not Survived
435,John Brown,40,male,2,377.02,S,1,Adult,Very High,Survived
436,Sara Brown,40,female,1,421.18,S,0,Adult,Very High,Not Survived
437,Sophia Smith,28,female,1,269.395,S,1,Adult,High,Survived
438,Sophia Brown,7,female,2,298.38,S,1,Child,High,Survived
439,Mary Smith,40,male,1,276.35,Q,1,Adult,High,Survived
440,Sara Smith,40,male,2,269.395,S,0,Adult,High,Not Survived
441,Sara Brown,38,female,1,236.6,S,1,Adult,High,Survived
442,Alex Brown,53,male,2,53.4,C,1,Adult,Medium,Survived
443,Mary Smith,40,male,2,269.395,Q,1,Adult,High,Survived
444,Sophia Smith,40,female,1,95.56,Q,0,Adult,Medium,Not Survived
445,Emma Taylor,80,male,1,269.395,C,0,Senior,High,Not Survived
446,Mary Brown,37,male,1,269.395,C,1,Adult,High,Survived
447,John Smith,40,male,2,86.97,Q,0,Adult,Medium,Not Survived
448,Sara Brown,5,female,3,190.39,Q,0,Child,High,Not Survived
449,Emma Taylor,40,male,2,167.54,S,0,Adult,High,Not Survived
450,Sophia Taylor,47,male,3,199.76,S,0,Adult,High,Not Survived
451,Sara Brown,40,female,2,269.395,S,1,Adult,High,Survived
452,David Brown,28,male,1,277.17,S,1,Adult,High,Survived
453,Mary Brown,21,female,2,220.69,Q,1,Adult,High,Survived
454,Alex Smith,40,female,3,242.18,S,1,Adult,High,Survived
455,David Brown,23,male,1,269.395,C,1,Adult,High,Survived
456,Emma Smith,3,female,1,496.32,C,1,Child,Very High,Survived
457,Emma Smith,40,female,1,43.48,S,0,Adult,Low,Not Survived
458,Mary Taylor,63,female,3,269.395,Q,1,Senior,High,Survived
459,John Smith,37,male,2,269.395,S,0,Adult,High,Not Survived
460,Mary Taylor,40,female,3,414.83,S,0,Adult,Very High,Not Survived
461,Mary Brown,54,female,2,269.395,C,0,Adult,High,Not Survived
462,Mary Taylor,40,male,1,352.33,Q,1,Adult,Very High,Survived
463,Alex Taylor,40,female,2,269.395,C,0,Adult,High,Not Survived
464,Emma Smith,40,female,1,269.395,Q,0,Adult,High,Not Survived
465,Mary Brown,66,female,1,87.81,Q,1,Senior,Medium,Survived
466,David Brown,40,female,2,269.395,C,1,Adult,High,Survived
467,Sophia Brown,40,female,2,199.36,Q,0,Adult,High,Not Survived
468,Sophia Brown,70,female,3,212.2,S,0,Senior,High,Not Survived
469,Sophia Brown,40,female,3,392.12,S,0,Adult,Very High,Not Survived
470,Chris Smith,25,male,3,269.395,C,1,Adult,High,Survived
471,Mary Brown,40,female,1,269.395,S,0,Adult,High,Not Survived
472,Chris Taylor,40,female,1,269.395,S,1,Adult,High,Survived
473,John Smith,40,female,3,269.395,S,0,Adult,High,Not Survived
474,Sara Smith,40,female,3,132.53,Q,1,Adult,Medium,Survived
475,Emma Taylor,40,male,2,202.56,S,0,Adult,High,Not Survived
476,Sara Brown,51,male,3,269.395,Q,0,Adult,High,Not Survived
477,Chris Brown,40,female,3,269.395,S,0,Adult,High,Not Survived
478,Sara Taylor,52,female,2,317.24,Q,0,Adult,Very High,Not Survived
479,Sara Smith,40,female,2,269.395,Q,0,Adult,High,Not Survived
480,Mary Brown,32,male,3,269.395,S,1,Adult,High,Survived
481,Mary Brown,40,female,2,269.395,S,0,Adult,High,Not Survived
482,John Smith,40,female,2,269.395,S,0,Adult,High,Not Survived
483,Alex Brown,11,female,3,269.395,S,1,Child,High,Survived
484,Emma Smith,40,male,3,192.15,C,1,Adult,High,Survived
485,Sophia Brown,40,female,3,314.28,S,0,Adult,Very High,Not Survived
486,Mary Smith,10,female,2,119.15,S,1,Child,Medium,Survived
487,Chris Brown,51,female,3,269.395,Q,1,Adult,High,Survived
488,Sara Smith,8,female,1,172.61,Q,0,Child,High,Not Survived
489,Alex Smith,40,female,2,269.395,S,0,Adult,High,Not Survived
490,Mary Taylor,33,male,3,269.395,S,0,Adult,High,Not Survived
491,Sophia Smith,21,female,1,383.2,C,0,Adult,Very High,Not Survived
492,Emma Smith,65,female,3,365.22,S,1,Senior,Very High,Survived
493,Sophia Brown,40,male,2,248.19,S,0,Adult,High,Not Survived
494,Mary Taylor,40,female,2,407.41,S,0,Adult,Very High,Not Survived
495,David Smith,24,female,3,291.56,Q,1,Adult,High,Survived
496,Sara Brown,24,female,1,94.98,C,1,Adult,Medium,Survived
497,Chris Brown,58,female,3,269.395,S,1,Adult,High,Survived
498,Alex Taylor,40,male,1,484.68,C,1,Adult,Very High,Survived
499,Emma Brown,66,male,3,269.395,S,0,Senior,High,Not Survived
500,Alex Taylor,33,male,1,269.395,S,1,Adult,High,Survived
501,David Smith,52,female,1,41.19,S,1,Adult,Low,Survived
502,Sara Taylor,28,male,3,269.395,Q,1,Adult,High,Survived
503,Chris Brown,40,female,2,334.65,C,0,Adult,Very High,Not Survived
504,Alex Brown,78,male,3,269.395,S,1,Senior,High,Survived
505,Emma Taylor,17,female,2,269.395,S,1,Teen,High,Survived
506,Chris Smith,7,female,1,123.26,Q,1,Child,Medium,Survived
507,Chris Smith,40,male,3,96.63,C,0,Adult,Medium,Not Survived
508,Emma Taylor,79,female,3,120.88,S,0,Senior,Medium,Not Survived
509,Alex Smith,27,female,3,269.395,S,0,Adult,High,Not Survived
510,Emma Brown,40,female,2,365.84,C,1,Adult,Very High,Survived
511,Sophia Taylor,40,male,1,269.395,C,1,Adult,High,Survived
512,Emma Taylor,40,male,2,131.15,C,0,Adult,Medium,Not Survived
513,Emma Brown,40,male,3,447.63,S,1,Adult,Very High,Survived
514,Sara Taylor,40,female,1,269.395,S,0,Adult,High,Not Survived
515,Emma Taylor,77,female,2,476.0,S,1,Senior,Very High,Survived
516,Mary Smith,63,female,1,269.395,Q,1,Senior,High,Survived
517,David Taylor,80,female,3,94.99,S,1,Senior,Medium,Survived
518,Sophia Smith,40,female,1,113.73,C,1,Adult,Medium,Survived
519,Chris Brown,40,male,3,269.395,Q,0,Adult,High,Not Survived
520,John Smith,40,male,2,300.77,Q,0,Adult,Very High,Not Survived
521,David Brown,40,female,1,219.65,S,0,Adult,High,Not Survived
522,Emma Taylor,63,female,1,269.395,S,0,Senior,High,Not Survived
523,Sophia Smith,24,male,1,269.395,S,1,Adult,High,Survived
524,John Smith,3,female,1,269.395,S,1,Child,High,Survived
525,Mary Smith,42,male,1,269.395,C,1,Adult,High,Survived
526,Sophia Taylor,31,female,1,59.23,C,1,Adult,Medium,Survived
527,Sara Brown,10,male,1,269.395,C,1,Child,High,Survived
528,John Smith,40,male,3,269.395,C,1,Adult,High,Survived
529,John Taylor,58,male,1,465.22,S,1,Adult,Very High,Survived
530,Sophia Taylor,40,female,2,451.82,S,1,Adult,Very High,Survived
531,Sara Taylor,40,female,2,27.18,Q,0,Adult,Low,Not Survived
532,David Taylor,40,male,2,269.395,S,0,Adult,High,Not Survived
533,Chris Smith,76,female,1,65.04,Q,1,Senior,Medium,Survived
534,Sara Brown,29,female,1,269.395,Q,1,Adult,High,Survived
535,Chris Brown,55,male,3,38.65,S,1,Adult,Low,Survived
536,John Taylor,18,male,3,269.395,S,0,Teen,High,Not Survived
537,David Taylor,40,female,1,53.92,Q,0,Adult,Medium,Not Survived
538,Sara Brown,52,male,1,269.395,S,1,Adult,High,Survived
539,Sophia Taylor,40,male,1,320.09,Q,0,Adult,Very High,Not Survived
540,Sara Brown,40,male,1,269.395,S,1,Adult,High,Survived
541,John Taylor,20,female,1,269.395,Q,0,Adult,High,Not Survived
542,Mary Taylor,45,male,2,451.57,S,0,Adult,Very High,Not Survived
543,David Smith,56,male,2,446.84,S,1,Adult,Very High,Survived
544,Emma Brown,40,female,3,356.93,S,1,Adult,Very High,Survived
545,John Brown,72,female,1,269.395,S,0,Senior,High,Not Survived
546,Mary Brown,40,female,2,210.63,Q,1,Adult,High,Survived
547,John Smith,40,female,1,269.395,S,0,Adult,High,Not Survived
548,Mary Taylor,65,female,1,418.74,S,1,Senior,Very High,Survived
549,Emma Brown,40,male,3,194.2,S,0,Adult,High,Not Survived
550,Mary Taylor,70,male,1,269.395,S,1,Senior,High,Survived
551,Alex Smith,40,male,3,269.395,S,1,Adult,High,Survived
552,John Brown,40,female,2,61.57,S,1,Adult,Medium,Survived
553,Sara Smith,38,male,1,429.73,Q,0,Adult,Very High,Not Survived
554,Alex Taylor,71,female,3,269.395,Q,1,Senior,High,Survived
555,David Taylor,51,male,3,161.95,S,1,Adult,High,Survived
556,John Brown,6,female,1,269.395,C,0,Child,High,Not Survived
557,Sophia Smith,40,male,2,269.395,Q,0,Adult,High,Not Survived
558,David Taylor,44,female,2,269.395,C,1,Adult,High,Survived
559,Emma Smith,56,female,2,269.395,S,0,Adult,High,Not Survived
560,John Taylor,45,female,2,269.395,Q,1,Adult,High,Survived
561,Chris Smith,40,female,1,269.395,S,1,Adult,High,Survived
562,John Taylor,48,female,3,469.92,Q,0,Adult,Very High,Not Survived
563,Mary Brown,4,female,3,189.59,S,1,Child,High,Survived
564,Emma Taylor,45,male,1,148.85,C,0,Adult,Medium,Not Survived
565,Sophia Taylor,39,female,3,269.395,C,1,Adult,High,Survived
566,Alex Taylor,40,female,3,414.77,C,1,Adult,Very High,Survived
567,Emma Brown,40,male,2,269.395,S,1,Adult,High,Survived
568,Chris Smith,40,female,2,105.97,Q,0,Adult,Medium,Not Survived
569,David Taylor,79,male,3,269.395,S,1,Senior,High,Survived
570,Sara Brown,33,male,2,269.395,S,1,Adult,High,Survived
571,David Taylor,5,male,1,495.56,S,0,Child,Very High,Not Survived
572,David Taylor,30,female,1,287.67,C,1,Adult,High,Survived
573,John Brown,40,female,2,269.395,C,1,Adult,High,Survived
574,Sophia Smith,71,female,2,269.395,Q,0,Senior,High,Not Survived
575,Chris Taylor,33,male,3,41.43,S,0,Adult,Low,Not Survived
576,Mary Brown,40,female,1,269.395,S,0,Adult,High,Not Survived
577,Sara Brown,40,female,1,371.32,S,1,Adult,Very High,Survived
578,Emma Taylor,65,female,3,269.395,C,0,Senior,High,Not Survived
579,Emma Brown,40,female,2,487.43,S,0,Adult,Very High,Not Survived
580,Chris Brown,40,female,1,389.28,Q,1,Adult,Very High,Survived
581,Mary Brown,40,female,2,269.395,C,1,Adult,High,Survived
582,Sophia Taylor,40,female,3,290.84,S,1,Adult,High,Survived
583,Chris Brown,40,male,1,269.395,Q,0,Adult,High,Not Survived
584,Mary Smith,43,female,2,13.64,C,0,Adult,Low,Not Survived
585,Sophia Taylor,44,male,3,342.91,Q,1,Adult,Very High,Survived
586,Emma Taylor,67,male,3,269.395,Q,1,Senior,High,Survived
587,Sara Taylor,58,male,3,23.88,S,0,Adult,Low,Not Survived
588,Sophia Smith,53,female,3,306.75,S,1,Adult,Very High,Survived
589,Sara Brown,25,female,3,269.395,Q,0,Adult,High,Not Survived
590,David Smith,40,female,3,269.395,S,1,Adult,High,Survived
591,Alex Taylor,9,female,1,269.395,S,1,Child,High,Survived
592,David Brown,40,male,3,179.39,S,1,Adult,High,Survived
593,Emma Smith,67,female,1,372.92,C,1,Senior,Very High,Survived
594,Mary Taylor,40,female,1,83.11,S,0,Adult,Medium,Not Survived
595,Sara Taylor,59,female,2,164.44,Q,0,Adult,High,Not Survived
596,Alex Smith,52,female,2,269.395,C,1,Adult,High,Survived
597,Alex Brown,20,female,2,422.37,S,0,Adult,Very High,Not Survived
598,Mary Smith,11,male,2,269.395,Q,1,Child,High,Survived
599,Alex Smith,40,female,1,269.395,S,0,Adult,High,Not Survived
600,John Brown,45,female,1,269.395,S,0,Adult,High,Not Survived
601,Emma Taylor,40,female,3,269.395,C,0,Adult,High,Not Survived
602,Chris Smith,2,female,3,269.395,S,1,Child,High,Survived
603,John Brown,80,female,2,339.8,S,0,Senior,Very High,Not Survived
604,Sophia Brown,40,female,2,343.95,C,1,Adult,Very High,Survived
605,Sophia Smith,8,female,2,269.395,S,1,Child,High,Survived
606,John Smith,40,male,2,443.14,S,0,Adult,Very High,Not Survived
607,David Smith,40,female,2,249.12,Q,0,Adult,High,Not Survived
608,David Taylor,40,female,2,269.395,C,1,Adult,High,Survived
609,Emma Brown,40,female,3,269.395,Q,0,Adult,High,Not Survived
610,Mary Smith,40,female,1,269.395,C,0,Adult,High,Not Survived
611,Chris Smith,7,female,1,131.66,C,1,Child,Medium,Survived
612,Emma Smith,40,female,1,104.9,S,1,Adult,Medium,Survived
613,Sara Brown,11,male,3,269.395,S,0,Child,High,Not Survived
614,David Smith,40,female,1,201.54,S,1,Adult,High,Survived
615,David Brown,40,female,3,126.04,S,1,Adult,Medium,Survived
616,John Brown,20,female,1,242.8,C,1,Adult,High,Survived
617,Sara Smith,5,female,3,269.395,Q,1,Child,High,Survived
618,Mary Smith,40,male,3,269.395,C,0,Adult,High,Not Survived
619,Emma Taylor,40,female,1,57.38,S,1,Adult,Medium,Survived
620,David Taylor,40,female,3,22.71,Q,0,Adult,Low,Not Survived
621,Alex Smith,70,female,2,269.395,S,0,Senior,High,Not Survived
622,Alex Taylor,71,female,2,38.8,S,0,Senior,Low,Not Survived
623,Mary Smith,40,female,1,269.395,S,0,Adult,High,Not Survived
624,Chris Brown,66,female,3,60.81,Q,0,Senior,Medium,Not Survived
625,Sophia Smith,16,female,1,269.395,C,1,Teen,High,Survived
626,Sophia Brown,76,male,3,269.395,S,0,Senior,High,Not Survived
627,John Brown,66,male,3,298.68,C,1,Senior,High,Survived
628,Alex Taylor,40,female,2,269.395,S,1,Adult,High,Survived
629,Alex Taylor,40,female,1,269.395,C,1,Adult,High,Survived
630,Alex Taylor,40,female,3,269.395,S,1,Adult,High,Survived
631,Sara Brown,40,male,2,269.395,S,1,Adult,High,Survived
632,Chris Smith,40,female,3,269.395,Q,0,Adult,High,Not Survived
633,David Taylor,40,female,3,295.4,C,1,Adult,High,Survived
634,Sara Smith,16,male,3,303.88,S,0,Teen,Very High,Not Survived
635,John Taylor,26,female,1,269.395,S,1,Adult,High,Survived
636,Sophia Smith,50,male,1,269.395,S,1,Adult,High,Survived
637,Sophia Smith,76,male,2,269.395,S,1,Senior,High,Survived
638,David Brown,40,male,3,345.27,C,0,Adult,Very High,Not Survived
639,Sara Smith,40,female,2,366.96,Q,0,Adult,Very High,Not Survived
640,Sophia Taylor,40,female,1,269.395,S,0,Adult,High,Not Survived
641,Emma Smith,39,male,3,269.395,S,0,Adult,High,Not Survived
642,Sara Taylor,60,male,1,269.395,S,0,Adult,High,Not Survived
643,Sophia Smith,40,male,2,100.82,S,1,Adult,Medium,Survived
644,David Taylor,8,female,3,220.31,Q,1,Child,High,Survived
645,John Taylor,49,female,3,269.395,C,1,Adult,High,Survived
646,Mary Taylor,64,male,3,173.29,C,0,Senior,High,Not Survived
647,David Smith,40,male,2,72.06,Q,0,Adult,Medium,Not Survived
648,Emma Smith,40,male,2,269.395,Q,0,Adult,High,Not Survived
649,Mary Brown,40,female,3,456.6,S,1,Adult,Very High,Survived
650,Alex Taylor,40,female,2,269.395,S,0,Adult,High,Not Survived
651,Alex Smith,45,female,3,269.395,S,0,Adult,High,Not Survived
652,Emma Taylor,40,female,1,269.395,S,0,Adult,High,Not Survived
653,John Taylor,32,male,3,425.56,Q,1,Adult,Very High,Survived
654,Chris Smith,65,female,1,175.48,S,0,Senior,High,Not Survived
655,Emma Taylor,40,female,2,269.395,S,0,Adult,High,Not Survived
656,Sara Brown,40,female,2,315.23,Q,0,Adult,Very High,Not Survived
657,David Taylor,40,male,2,108.03,C,1,Adult,Medium,Survived
658,John Brown,36,female,3,269.395,Q,0,Adult,High,Not Survived
659,Sophia Smith,40,female,2,269.395,Q,0,Adult,High,Not Survived
660,Sophia Smith,37,male,1,161.84,C,0,Adult,High,Not Survived
661,Sophia Taylor,29,male,1,118.32,C,1,Adult,Medium,Survived
662,Sophia Smith,40,female,1,269.395,Q,1,Adult,High,Survived
663,Sophia Smith,40,female,2,269.395,S,0,Adult,High,Not Survived
664,Mary Smith,40,female,3,269.395,S,1,Adult,High,Survived
665,Mary Smith,40,female,3,193.23,S,0,Adult,High,Not Survived
666,Mary Brown,40,female,3,269.395,C,0,Adult,High,Not Survived
667,Chris Brown,40,female,3,309.72,C,0,Adult,Very High,Not Survived
668,David Brown,40,female,1,269.395,S,1,Adult,High,Survived
669,Alex Smith,40,male,3,157.12,Q,0,Adult,High,Not Survived
670,Sara Smith,3,male,1,269.395,S,0,Child,High,Not Survived
671,Sophia Taylor,40,female,1,441.73,Q,1,Adult,Very High,Survived
672,Alex Smith,78,male,1,48.97,S,1,Senior,Low,Survived
673,Emma Brown,23,male,2,269.395,S,1,Adult,High,Survived
674,John Taylor,9,male,3,269.395,S,0,Child,High,Not Survived
675,David Brown,40,female,2,269.395,S,0,Adult,High,Not Survived
676,John Taylor,40,male,2,93.92,C,0,Adult,Medium,Not Survived
677,David Brown,40,female,3,269.395,C,0,Adult,High,Not Survived
678,Sophia Taylor,40,male,3,466.81,Q,1,Adult,Very High,Survived
679,Emma Taylor,51,male,3,311.62,S,1,Adult,Very High,Survived
680,Chris Smith,4,male,1,302.23,S,0,Child,Very High,Not Survived
681,Chris Smith,40,female,1,272.0,S,1,Adult,High,Survived
682,Mary Smith,40,male,2,123.46,S,1,Adult,Medium,Survived
683,Emma Taylor,36,male,1,269.395,S,1,Adult,High,Survived
684,Mary Brown,54,female,1,158.54,Q,1,Adult,High,Survived
685,Mary Smith,32,female,2,418.39,S,1,Adult,Very High,Survived
686,Emma Smith,40,female,3,274.12,S,1,Adult,High,Survived
687,Sophia Taylor,40,male,2,269.395,C,1,Adult,High,Survived
688,Emma Brown,40,male,3,269.395,S,1,Adult,High,Survived
689,Mary Smith,40,female,1,269.395,S,0,Adult,High,Not Survived
690,David Smith,40,female,2,417.05,S,1,Adult,Very High,Survived
691,Sophia Smith,11,male,1,269.395,S,0,Child,High,Not Survived
692,David Smith,58,female,2,107.14,C,0,Adult,Medium,Not Survived
693,Sara Taylor,40,female,3,311.95,S,0,Adult,Very High,Not Survived
694,Emma Smith,40,male,3,38.87,S,1,Adult,Low,Survived
695,Chris Smith,40,male,1,128.42,S,0,Adult,Medium,Not Survived
696,David Taylor,40,female,1,269.395,Q,0,Adult,High,Not Survived
697,Emma Smith,40,female,2,259.62,S,0,Adult,High,Not Survived
698,Sara Brown,40,female,2,269.395,S,0,Adult,High,Not Survived
699,Sara Taylor,50,female,2,271.15,C,0,Adult,High,Not Survived
700,Mary Brown,40,female,3,114.62,C,0,Adult,Medium,Not Survived
701,Sophia Brown,51,female,3,95.03,S,1,Adult,Medium,Survived
702,Sophia Taylor,40,female,1,168.81,S,0,Adult,High,Not Survived
703,Mary Brown,9,female,3,269.395,C,0,Child,High,Not Survived
704,Mary Smith,40,female,3,491.86,C,1,Adult,Very High,Survived
705,Mary Brown,40,female,3,269.395,Q,1,Adult,High,Survived
706,David Taylor,15,female,1,221.77,S,0,Teen,High,Not Survived
707,Alex Smith,59,female,2,269.395,C,1,Adult,High,Survived
708,Chris Brown,22,female,1,469.88,Q,0,Adult,Very High,Not Survived
709,Sophia Taylor,40,female,3,235.81,S,1,Adult,High,Survived
710,John Taylor,40,female,2,323.48,Q,1,Adult,Very High,Survived
711,Sophia Taylor,40,female,3,269.395,S,0,Adult,High,Not Survived
712,Sophia Taylor,37,female,1,269.395,Q,1,Adult,High,Survived
713,Alex Brown,40,female,3,337.62,S,1,Adult,Very High,Survived
714,David Taylor,40,female,2,269.395,Q,1,Adult,High,Survived
715,David Smith,11,male,2,269.395,C,0,Child,High,Not Survived
716,Sara Taylor,78,male,2,442.14,C,1,Senior,Very High,Survived
717,Emma Brown,40,female,2,269.395,C,1,Adult,High,Survived
718,Alex Smith,44,female,3,10.42,Q,1,Adult,Low,Survived
719,Emma Brown,40,male,2,236.24,Q,1,Adult,High,Survived
720,Mary Taylor,52,female,2,411.89,C,1,Adult,Very High,Survived
721,Sophia Taylor,40,female,2,128.58,Q,1,Adult,Medium,Survived
722,John Taylor,7,female,2,320.02,S,0,Child,Very High,Not Survived
723,Mary Taylor,65,female,2,407.58,S,1,Senior,Very High,Survived
724,John Brown,63,female,3,109.58,C,0,Senior,Medium,Not Survived
725,Sara Taylor,40,female,3,384.82,S,0,Adult,Very High,Not Survived
726,Sophia Brown,40,female,1,277.99,S,1,Adult,High,Survived
727,Sara Smith,42,female,1,269.395,S,0,Adult,High,Not Survived
728,John Smith,40,male,1,269.395,S,0,Adult,High,Not Survived
729,Emma Smith,45,female,3,20.2,Q,0,Adult,Low,Not Survived
730,David Smith,41,male,1,269.395,S,0,Adult,High,Not Survived
731,Chris Brown,40,female,3,167.15,C,0,Adult,High,Not Survived
732,Emma Brown,75,female,2,269.395,S,1,Senior,High,Survived
733,Chris Brown,40,female,3,392.0,C,1,Adult,Very High,Survived
734,Alex Smith,40,female,3,96.93,S,0,Adult,Medium,Not Survived
735,Mary Taylor,3,male,2,269.395,S,1,Child,High,Survived
736,Mary Smith,5,female,1,354.3,S,0,Child,Very High,Not Survived
737,Sara Taylor,48,male,1,232.65,S,0,Adult,High,Not Survived
738,Sophia Smith,41,female,1,216.25,S,1,Adult,High,Survived
739,Sara Taylor,24,female,2,269.395,C,1,Adult,High,Survived
740,Alex Smith,57,male,2,269.395,C,1,Adult,High,Survived
741,Sara Taylor,56,male,1,269.395,S,0,Adult,High,Not Survived
742,Chris Smith,78,male,2,269.395,S,0,Senior,High,Not Survived
743,John Smith,40,female,3,493.4,S,0,Adult,Very High,Not Survived
744,Sara Brown,40,female,2,468.94,C,0,Adult,Very High,Not Survived
745,Alex Brown,40,female,2,156.66,Q,1,Adult,High,Survived
746,Mary Smith,40,male,3,269.395,S,1,Adult,High,Survived
747,Chris Smith,40,female,2,60.13,S,1,Adult,Medium,Survived
748,Alex Taylor,10,female,2,269.395,S,1,Child,High,Survived
749,Chris Taylor,66,female,1,205.35,S,1,Senior,High,Survived
750,Emma Brown,40,female,1,333.27,S,1,Adult,Very High,Survived
751,David Brown,40,female,2,269.395,S,1,Adult,High,Survived
752,Emma Smith,40,male,1,269.395,S,0,Adult,High,Not Survived
753,Alex Smith,51,female,3,269.395,S,1,Adult,High,Survived
754,Sophia Brown,40,male,1,269.395,Q,0,Adult,High,Not Survived
755,Mary Taylor,36,female,1,474.94,S,1,Adult,Very High,Survived
756,David Smith,40,female,1,269.395,C,0,Adult,High,Not Survived
757,Chris Brown,40,female,3,389.73,S,1,Adult,Very High,Survived
758,Alex Brown,40,female,1,269.395,C,1,Adult,High,Survived
759,John Taylor,45,female,3,269.395,C,1,Adult,High,Survived
760,David Smith,40,female,2,269.395,C,1,Adult,High,Survived
761,David Smith,40,female,2,269.395,Q,0,Adult,High,Not Survived
762,Mary Smith,40,male,1,269.395,S,1,Adult,High,Survived
763,Sophia Smith,16,female,1,356.02,Q,0,Teen,Very High,Not Survived
764,David Smith,40,male,2,66.76,Q,1,Adult,Medium,Survived
765,Sara Brown,53,female,2,498.17,Q,1,Adult,Very High,Survived
766,Mary Taylor,40,female,1,197.34,C,1,Adult,High,Survived
767,Chris Taylor,40,male,2,269.395,Q,1,Adult,High,Survived
768,Mary Smith,16,female,3,406.9,S,1,Teen,Very High,Survived
769,John Brown,64,female,2,273.85,S,0,Senior,High,Not Survived
770,Mary Brown,40,female,3,269.395,Q,0,Adult,High,Not Survived
771,Sophia Brown,40,male,3,269.395,Q,1,Adult,High,Survived
772,Sophia Taylor,5,male,3,269.395,S,0,Child,High,Not Survived
773,John Smith,40,male,1,269.395,S,1,Adult,High,Survived
774,Mary Brown,45,female,1,269.395,Q,1,Adult,High,Survived
775,Chris Brown,53,male,1,269.395,S,0,Adult,High,Not Survived
776,Sara Brown,40,female,3,24.29,S,1,Adult,Low,Survived
777,Mary Brown,14,male,2,40.97,Q,0,Teen,Low,Not Survived
778,Emma Taylor,40,female,3,368.59,S,0,Adult,Very High,Not Survived
779,Emma Brown,40,female,3,258.18,C,1,Adult,High,Survived
780,Alex Taylor,40,female,3,269.395,S,1,Adult,High,Survived
781,Sophia Taylor,40,female,1,179.1,S,0,Adult,High,Not Survived
782,Mary Taylor,77,female,1,482.33,S,0,Senior,Very High,Not Survived
783,Alex Taylor,40,female,2,269.395,Q,0,Adult,High,Not Survived
784,Sophia Brown,60,male,2,269.395,S,1,Adult,High,Survived
785,Mary Smith,2,female,3,269.395,S,0,Child,High,Not Survived
786,David Brown,40,male,1,269.395,S,0,Adult,High,Not Survived
787,Sophia Smith,39,female,2,269.395,S,0,Adult,High,Not Survived
788,Emma Brown,40,female,2,269.395,C,1,Adult,High,Survived
789,Sophia Taylor,40,male,1,269.395,S,1,Adult,High,Survived
790,Alex Smith,40,male,2,157.17,S,0,Adult,High,Not Survived
791,Alex Smith,40,female,1,315.82,S,0,Adult,Very High,Not Survived
792,Chris Smith,56,male,3,269.395,C,1,Adult,High,Survived
793,Alex Smith,40,female,2,161.14,C,1,Adult,High,Survived
794,Sophia Smith,64,male,2,353.74,S,0,Senior,Very High,Not Survived
795,Sara Brown,40,female,3,269.395,S,0,Adult,High,Not Survived
796,David Brown,59,female,2,269.395,Q,0,Adult,High,Not Survived
797,Sophia Taylor,40,male,1,269.395,C,0,Adult,High,Not Survived
798,David Taylor,40,female,2,269.395,Q,0,Adult,High,Not Survived
799,John Taylor,58,male,1,494.6,S,0,Adult,Very High,Not Survived
